104,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
105,FALSO
106,FALSO
107,FALSO
108,FALSO
109,FALSO
110,FALSO
111,FALSO
112,FALSO
113,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
114,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
115,SACATEPEQUEZ_ANTIGUA GUATEMALA_VOLCAN DE AGUA
116,SACATEPEQUEZ_ANTIGUA GUATEMALA_VOLCAN DE AGUA
117,FALSO
118,FALSO
119,GUATEMALA_GUATEMALA_AEREOPUERTO LA AURORA
120,GUATEMALA_GUATEMALA_AEREOPUERTO LA AURORA
121,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
122,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
123,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
124,CHIMALTENANGO_TECPAN_CENTRO DE TECPAN
125,CHIMALTENANGO_TECPAN_CENTRO DE TECPAN
126,CHIMALTENANGO_TECPAN_CENTRO DE TECPAN
127,GUATEMALA_GUATEMALA_4 GRADOS NORTE
128,GUATEMALA_GUATEMALA_4 GRADOS NORTE
129,GUATEMALA_GUATEMALA_4 GRADOS NORTE
130,FALSO
131,FALSO
132,FALSO
133,SACATEPEQUEZ_ANTIGUA GUATEMALA_CIUDAD VIEJA
134,SACATEPEQUEZ_ANTIGUA GUATEMALA_CIUDAD VIEJA
135,SACATEPEQUEZ_ANTIGUA GUATEMALA_CIUDAD VIEJA
136,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
137,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
138,EL PROGRESO_SAN ANTONIO LA PAZ_IRTRA DE AGUAS CALIENTES
139,EL PROGRESO_SAN ANTONIO LA PAZ_IRTRA DE AGUAS CALIENTES
140,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
141,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
142,CHIQUMULA_ESQUIPULAS_ESQUIPULAS
143,CHIQUMULA_ESQUIPULAS_ESQUIPULAS
144,CHIQUMULA_ESQUIPULAS_ESQUIPULAS
145,RETALHULEU_SANTA CRUZ MULUA_IRTRA
146,RETALHULEU_SANTA CRUZ MULUA_IRTRA
147,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
148,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
149,SANTA ROSA_TAXISCO_MONTERRICO
150,SANTA ROSA_TAXISCO_MONTERRICO
151,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
152,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
153,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
154,FALSO
155,FALSO
156,FALSO
157,FALSO
158,FALSO
159,FALSO
160,CHIMALTENANGO_TECPAN_XIJASMIN
161,CHIMALTENANGO_TECPAN_XIJASMIN
162,FALSO
163,FALSO
164,FALSO
165,FALSO
166,SANTA ROSA_CHIQUIMULILLA_RIO LOS ESCLAVOS
167,SANTA ROSA_CHIQUIMULILLA_RIO LOS ESCLAVOS
168,FALSO
169,FALSO
170,FALSO
171,FALSO
172,FALSO
173,SACATEPEQUEZ_ANTIGUA GUATEMALA_RUINAS DE ANTIGUA GUATEMALA
174,SACATEPEQUEZ_ANTIGUA GUATEMALA_RUINAS DE ANTIGUA GUATEMALA
175,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
176,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
177,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
178,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
179,FALSO
180,FALSO
181,FALSO
182,FALSO
183,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
184,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
185,FALSO
186,FALSO
187,FALSO
188,FALSO
189,FALSO
190,FALSO
191,FALSO
192,GUATEMALA_AMATITLAN_LAGO DE AMATITLAN
193,GUATEMALA_AMATITLAN_LAGO DE AMATITLAN
194,FALSO
195,FALSO
196,FALSO
197,FALSO
198,SANTA ROSA_BARBERENA_LAGUNA DE PINO
199,SANTA ROSA_BARBERENA_LAGUNA DE PINO
200,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
201,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
202,FALSO
203,FALSO
204,SACATEPEQUEZ_ANTIGUA GUATEMALA_LOS MUSCOS
205,SACATEPEQUEZ_ANTIGUA GUATEMALA_LOS MUSCOS
206,FALSO
207,FALSO
208,GUATEMALA_GUATEMALA_ZOOLOGICO LA AURORA
209,GUATEMALA_GUATEMALA_ZOOLOGICO LA AURORA
210,GUATEMALA_GUATEMALA_ZOOLOGICO LA AURORA
211,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
212,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
213,FALSO
214,FALSO
215,FALSO
216,FALSO
217,FALSO
218,SACATEPEQUEZ_SANTIGUA GUATEMALA_CENTRO HISTORICO
219,SACATEPEQUEZ_SANTIGUA GUATEMALA_CENTRO HISTORICO
220,FALSO
221,FALSO
222,FALSO
223,FALSO
224,FALSO
225,FALSO
226,FALSO
227,FALSO
228,SOLOLÁ_SAN PEDRO LAGUNA_LAGO DE ATITLAN
229,SOLOLÁ_SAN PEDRO LAGUNA_LAGO DE ATITLAN
230,SOLOLÁ_SAN LUCAS TOLIMAN_SAN LUCAS TOLIMAN
231,SOLOLÁ_SAN LUCAS TOLIMAN_SAN LUCAS TOLIMAN
232,FALSO
233,FALSO
234,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
235,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
236,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
237,FALSO
238,FALSO
239,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
240,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
241,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
242,SANTA ROSA_TAXISCO_MONTERRICO
243,SANTA ROSA_TAXISCO_MONTERRICO
244,FALSO
245,FALSO
246,FALSO
247,FALSO
248,FALSO
249,FALSO
250,FALSO
251,SACATEPEQUEZ_ANTIGUA GUATEMALA_PARQUE Y RUINAS
252,SACATEPEQUEZ_ANTIGUA GUATEMALA_PARQUE Y RUINAS
253,SACATEPEQUEZ_ANTIGUA GUATEMALA_PARQUE Y RUINAS
254,FALSO
255,FALSO
256,FALSO
257,FALSO
258,FALSO
259,SOLOLÁ_ATITL!N_LAGO
260,SOLOLÁ_ATITL!N_LAGO
261,SOLOLÁ_ATITL!N_LAGO
262,FALSO
263,FALSO
264,FALSO
265,FALSO
266,FALSO
267,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
268,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
269,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
270,SOLOLÁ_LA LAGUNA_LAGO
271,SOLOLÁ_LA LAGUNA_LAGO
272,SOLOLÁ_LA LAGUNA_LAGO
273,SACATEPEQUEZ_ANTIGUA_GUATEMALA
274,SACATEPEQUEZ_ANTIGUA_GUATEMALA
275,SACATEPEQUEZ_SANTO DOMINGO XENACOJ_EN EL PARQUE CENTRAL
276,SACATEPEQUEZ_SANTO DOMINGO XENACOJ_EN EL PARQUE CENTRAL
277,SACATEPEQUEZ_ANTIGUA GUATEMALA_LAS CAPUCHINAS MERCADO
278,SACATEPEQUEZ_ANTIGUA GUATEMALA_LAS CAPUCHINAS MERCADO
279,SACATEPEQUEZ_ANTIGUA GUATEMALA_LAS CAPUCHINAS MERCADO
280,GUATEMALA_GUATEMALA_IRTRA PETAPA
281,GUATEMALA_GUATEMALA_IRTRA PETAPA
282,FALSO
283,FALSO
284,FALSO
285,SANTA ROSA_TAXISCO_AUTO SAFARI CHAPIN
286,SANTA ROSA_TAXISCO_AUTO SAFARI CHAPIN
287,SANTA ROSA_TAXISCO_AUTO SAFARI CHAPIN
288,FALSO
289,FALSO
290,FALSO
291,FALSO
292,FALSO
293,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
294,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
295,CHIMALTENANGO_TECPAN_TECPAN
296,CHIMALTENANGO_TECPAN_TECPAN
297,FALSO
298,FALSO
299,CHIQUMULA_ESQUIPULAS_BASILICA
300,CHIQUMULA_ESQUIPULAS_BASILICA
301,CHIQUMULA_ESQUIPULAS_BASILICA
302,FALSO
303,FALSO
304,FALSO
305,FALSO
306,FALSO
307,FALSO
308,FALSO
309,FALSO
310,FALSO
311,FALSO
312,SACATEPEQUEZ_ANTIGUA_CENTRO HISTORICO IGLESIAS
313,SACATEPEQUEZ_ANTIGUA_CENTRO HISTORICO IGLESIAS
314,CHIMALTENANGO_TECPAN_IXIMCHE
315,CHIMALTENANGO_TECPAN_IXIMCHE
316,CHIMALTENANGO_TECPAN_IXIMCHE
317,SANTA ROSA_TAXISCO_MONTE RICO
318,SANTA ROSA_TAXISCO_MONTE RICO
319,SANTA ROSA_TAXISCO_MONTE RICO
320,JALAPA_MATASQUESCUINTLA_RIO DULCE PARQUE ECOLOGICO
321,JALAPA_MATASQUESCUINTLA_RIO DULCE PARQUE ECOLOGICO
322,FALSO
323,FALSO
324,FALSO
325,ESCUINTLA_PUERTO SAN JOSE_PLAYA
326,ESCUINTLA_PUERTO SAN JOSE_PLAYA
327,FALSO
328,FALSO
329,FALSO
330,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIA DE SAN FELIPE
331,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIA DE SAN FELIPE
332,EL PROGRESO_SANARATE_RIO DE LOS PLATANOS
333,EL PROGRESO_SANARATE_RIO DE LOS PLATANOS
334,EL PROGRESO_SANARATE_RIO DE LOS PLATANOS
335,RETALHULEU_SAN FELIPE_XETULU
336,RETALHULEU_SAN FELIPE_XETULU
337,FALSO
338,FALSO
339,FALSO
340,FALSO
341,FALSO
342,FALSO
343,FALSO
344,FALSO
345,FALSO
346,FALSO
347,FALSO
348,FALSO
349,FALSO
350,FALSO
351,FALSO
352,FALSO
353,FALSO
354,FALSO
355,FALSO
356,FALSO
357,CHIQUMULA_IPALA_LAGUNA DE IPALA
358,CHIQUMULA_IPALA_LAGUNA DE IPALA
359,CHIQUMULA_IPALA_LAGUNA DE IPALA
360,FALSO
361,FALSO
362,FALSO
363,FALSO
364,FALSO
365,FALSO
366,FALSO
367,FALSO
368,FALSO
369,FALSO
370,SOLOLÁ_PANAJACHEL_PANAJACHEL
371,SOLOLÁ_PANAJACHEL_PANAJACHEL
372,FALSO
373,FALSO
374,FALSO
375,ESCUINTLA_ESCUINTLA_GUATEQUE
376,ESCUINTLA_ESCUINTLA_GUATEQUE
377,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
378,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
379,GUATEMALA_GUATEMALA_IGLESIA
380,GUATEMALA_GUATEMALA_IGLESIA
381,QUETZLATENANGO_XELA_PARQUE CENTRAL
382,QUETZLATENANGO_XELA_PARQUE CENTRAL
383,GUATEMALA_GUATEMALA_ZOOLOGICO
384,GUATEMALA_GUATEMALA_ZOOLOGICO
385,GUATEMALA_GUATEMALA_ZOOLOGICO
386,SOLOLÁ_PANAJACHEL_LAGO
387,SOLOLÁ_PANAJACHEL_LAGO
388,CHIMALTENANGO_CHIMALTENANGO_CENTRO PRADERO
389,CHIMALTENANGO_CHIMALTENANGO_CENTRO PRADERO
390,CHIMALTENANGO_CHIMALTENANGO_CENTRO DE CHIMALTENANGO
391,CHIMALTENANGO_CHIMALTENANGO_CENTRO DE CHIMALTENANGO
392,CHIMALTENANGO_CHIMALTENANGO_HOSPITAL REGIONAL
393,CHIMALTENANGO_CHIMALTENANGO_HOSPITAL REGIONAL
394,"CHIMALTENANGO_CHIMALTENANGO_PARQUE CENTRAL, HOSPITAL"
395,"CHIMALTENANGO_CHIMALTENANGO_PARQUE CENTRAL, HOSPITAL"
396,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIAS
397,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIAS
398,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
399,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
400,QUETZLATENANGO_ZUNIL_FUENTES GEORGINAS
401,QUETZLATENANGO_ZUNIL_FUENTES GEORGINAS
402,FALSO
403,FALSO
404,FALSO
405,FALSO
406,FALSO
407,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
408,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
409,FALSO
410,FALSO
411,FALSO
412,SACATEPEQUEZ_ANTIGUA GUATEMALA_CANTRO HISTORICO
413,SACATEPEQUEZ_ANTIGUA GUATEMALA_CANTRO HISTORICO
414,CHIMALTENANGO_CHIMALTENANGO_LOS APOSENTOS
415,CHIMALTENANGO_CHIMALTENANGO_LOS APOSENTOS
416,CHIMALTENANGO_CHIMALTENANGO_LOS APOSENTOS
417,ESCUINTLA_SAN JOSE_MEDANO INSTALACIONES PRIVADAS
418,ESCUINTLA_SAN JOSE_MEDANO INSTALACIONES PRIVADAS
419,SANTA ROSA_BARBERENA_LAGUNA EL PINO
420,SANTA ROSA_BARBERENA_LAGUNA EL PINO
421,SANTA ROSA_BARBERENA_LAGUNA EL PINO
422,FALSO
423,FALSO
424,FALSO
425,FALSO
426,FALSO
427,FALSO
428,FALSO
429,FALSO
430,FALSO
431,FALSO
432,FALSO
433,FALSO
434,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
435,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
436,FALSO
437,FALSO
438,FALSO
439,FALSO
440,FALSO
441,FALSO
442,SOLOLÁ_PANAJACHEL_LAGO ATITLAN
443,SOLOLÁ_PANAJACHEL_LAGO ATITLAN
444,GUATEMALA_GUATEMALA_IRTRA PETAPA
445,GUATEMALA_GUATEMALA_IRTRA PETAPA
446,GUATEMALA_GUATEMALA_IRTRA PETAPA
447,FALSO
448,FALSO
449,FALSO
450,FALSO
451,SACATEPEQUEZ_ANTIGUA GUATEMALA_EL ARCO
452,SACATEPEQUEZ_ANTIGUA GUATEMALA_EL ARCO
453,FALSO
454,FALSO
455,FALSO
456,FALSO
457,GUATEMALA_GUATEMALA_CENTRO HISTORICO
458,GUATEMALA_GUATEMALA_CENTRO HISTORICO
459,GUATEMALA_GUATEMALA_CENTRO HISTORICO
460,SOLOLÁ_SOLOLA_LAGO ATITLAN
461,SOLOLÁ_SOLOLA_LAGO ATITLAN
462,FALSO
463,FALSO
464,ESCUINTLA_SAN JOS!_PUERTO DE SAN JOS!
465,ESCUINTLA_SAN JOS!_PUERTO DE SAN JOS!
466,FALSO
467,FALSO
468,FALSO
469,FALSO
470,FALSO
471,FALSO
472,FALSO
473,FALSO
474,FALSO
475,FALSO
476,FALSO
477,FALSO
478,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
479,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
480,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
481,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
482,ESCUINTLA_SAN JOSE_PUERTO DE SAN JOSE
483,CHIQUMULA_ESQUIPULAS_ESQUIPULAS
484,CHIQUMULA_ESQUIPULAS_ESQUIPULAS
485,FALSO
486,FALSO
487,FALSO
488,GUATEMALA_GUATEMALA_ZOOLOGICO LA AURORA
489,GUATEMALA_GUATEMALA_ZOOLOGICO LA AURORA
490,CHIMALTENANGO_CHIMALTENANGO_ESTADIO MUNICIPAL
491,CHIMALTENANGO_CHIMALTENANGO_ESTADIO MUNICIPAL
492,CHIMALTENANGO_CHIMALTENANGO_ESTADIO MUNICIPAL
493,FALSO
494,FALSO
495,GUATEMALA_PETAPA_IRTRA PETAPA
496,GUATEMALA_PETAPA_IRTRA PETAPA
497,FALSO
498,FALSO
499,FALSO
500,FALSO
501,SOLOLÁ_PANAJACHEL_LAGO A.
502,SOLOLÁ_PANAJACHEL_LAGO A.
503,FALSO
504,FALSO
505,FALSO
506,FALSO
507,ESCUINTLA_PURTO SAN JOSE_PUERTO DE SAN JOSE
508,ESCUINTLA_PURTO SAN JOSE_PUERTO DE SAN JOSE
509,SACATEPEQUEZ_ANTIGUA_CENTRO HISTORICO
510,SACATEPEQUEZ_ANTIGUA_CENTRO HISTORICO
511,FALSO
512,FALSO
513,FALSO
514,FALSO
515,FALSO
516,SANTA ROSA_TAXISCO_MONTERRICO
517,SANTA ROSA_TAXISCO_MONTERRICO
518,FALSO
519,FALSO
520,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
521,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO
522,CHIMALTENANGO_COMALAPA_RECORRIDO A GALERIAS DE ARTE EN COMALAPA
523,CHIMALTENANGO_COMALAPA_RECORRIDO A GALERIAS DE ARTE EN COMALAPA
524,CHIMALTENANGO_COMALAPA_RECORRIDO A GALERIAS DE ARTE EN COMALAPA
525,GUATEMALA_ZONA 10_APLES BEE RESTURANTES
526,GUATEMALA_ZONA 10_APLES BEE RESTURANTES
527,QUICHE_PANAJACHEL_BALNEARIO
528,QUICHE_PANAJACHEL_BALNEARIO
529,SACATEPEQUEZ_ANTIGUA_ANTIGUA
530,SACATEPEQUEZ_ANTIGUA_ANTIGUA
531,CHIMALTENANGO_ACATENANGO_VOLCAN DE ACATENANGO
532,CHIMALTENANGO_ACATENANGO_VOLCAN DE ACATENANGO
533,FALSO
534,FALSO
535,EL PROGRESO_SANARATE_IRTRA AGUA CALIENTE
536,EL PROGRESO_SANARATE_IRTRA AGUA CALIENTE
537,EL PROGRESO_SANARATE_IRTRA AGUA CALIENTE
538,FALSO
539,FALSO
540,FALSO
541,FALSO
542,FALSO
543,FALSO
544,FALSO
545,FALSO
546,FALSO
547,SANTA ROSA_BARBERENA_BALNEARIO
548,SANTA ROSA_BARBERENA_BALNEARIO
549,JALAPA_MATAQUESCUINTLA_PINO DULCE
550,JALAPA_MATAQUESCUINTLA_PINO DULCE
551,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
552,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
553,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
554,CHIMALTENANGO_CHIMALTENANGO_APOCENTOS
555,CHIMALTENANGO_CHIMALTENANGO_APOCENTOS
556,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIA SAN FELIPE
557,SACATEPEQUEZ_ANTIGUA GUATEMALA_IGLESIA SAN FELIPE
558,GUATEMALA_AMATITLAN_LAGO AMATITLAN
559,GUATEMALA_AMATITLAN_LAGO AMATITLAN
560,GUATEMALA_AMATITLAN_LAGO AMATITLAN
561,GUATEMALA_AMATITLAN_LAGO DE AMATITLAN
562,GUATEMALA_AMATITLAN_LAGO DE AMATITLAN
563,FALSO
564,FALSO
565,FALSO
566,SUCHITEPEQUEZ_SAN ANTONIO SUCHITEPEQUEZ_VILLAS DE CASA LOS AMANDAS
567,SUCHITEPEQUEZ_SAN ANTONIO SUCHITEPEQUEZ_VILLAS DE CASA LOS AMANDAS
568,FALSO
569,FALSO
570,ESCUINTLA_SAN JOSE_PUERTO SAN JOS!
571,ESCUINTLA_SAN JOSE_PUERTO SAN JOS!
572,ESCUINTLA_SAN JOSE_PUERTO SAN JOS!
573,SUCHITEPEQUEZ_MAZATENANGO_CENTRO HISTORICO
574,SUCHITEPEQUEZ_MAZATENANGO_CENTRO HISTORICO
575,"GUATEMALA_SANTA CATARINA PINULA_FINCA SAN JORGE MUXBAL, ZOOLOGICO"
576,"GUATEMALA_SANTA CATARINA PINULA_FINCA SAN JORGE MUXBAL, ZOOLOGICO"
577,FALSO
578,FALSO
579,QUETZLATENANGO_QUETZALTENANGO_CENTRO HISTORICO
580,QUETZLATENANGO_QUETZALTENANGO_CENTRO HISTORICO
581,FALSO
582,FALSO
583,SOLOLÁ_PANAJACHEL_LAGO
584,SOLOLÁ_PANAJACHEL_LAGO
585,RETALHULEU_SAN MARTIN_01
586,RETALHULEU_SAN MARTIN_01
587,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
588,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
589,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN
590,GUATEMALA_GUATEMALA_6TA. AVENIDA
591,GUATEMALA_GUATEMALA_6TA. AVENIDA
592,ESCUINTLA_NUEVA CONCEPCION_PLAYA TECOJATE
593,ESCUINTLA_NUEVA CONCEPCION_PLAYA TECOJATE
594,SACATEPEQUEZ_ANTIGUA GUATEMALA_CIUDAD VIEJA
595,SACATEPEQUEZ_ANTIGUA GUATEMALA_CIUDAD VIEJA
596,SACATEPEQUEZ_ANTIGUA GUATEMALA_CIUDAD VIEJA
597,FALSO
598,FALSO
599,FALSO
600,FALSO
601,FALSO
602,FALSO
603,FALSO
604,FALSO
605,FALSO
606,FALSO
607,FALSO
608,FALSO
609,FALSO
610,FALSO
611,FALSO
612,RETALHULEU_SAN FELIPE_IRTRA
613,RETALHULEU_SAN FELIPE_IRTRA
614,RETALHULEU_SAN FELIPE_IRTRA
615,FALSO
616,FALSO
617,FALSO
618,FALSO
619,CHIMALTENANGO_CHIMALTENANGO_CENTRO COMERCIAL LA PRADERA
620,CHIMALTENANGO_CHIMALTENANGO_CENTRO COMERCIAL LA PRADERA
621,CHIMALTENANGO_CHIMALTENANGO_LOS APOSENTOS
622,CHIMALTENANGO_CHIMALTENANGO_LOS APOSENTOS
623,SOLOLÁ_PANAJACHEL_LAGO ATITLAN
624,SOLOLÁ_PANAJACHEL_LAGO ATITLAN
625,ESCUINTLA_PUERTO SAN JORGE_PUERTO SAN JOSE. PLAYA
626,ESCUINTLA_PUERTO SAN JORGE_PUERTO SAN JOSE. PLAYA
627,ESCUINTLA_PUERTO SAN JORGE_PUERTO SAN JOSE. PLAYA
628,FALSO
629,FALSO
630,FALSO
631,FALSO
632,FALSO
633,FALSO
634,FALSO
635,FALSO
636,SACATEPEQUEZ_SANTA LUCIA MILTAS ALTAS_CEMENTERIO
637,SACATEPEQUEZ_SANTA LUCIA MILTAS ALTAS_CEMENTERIO
638,FALSO
639,FALSO
640,"SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO, VISITA A IGLESIAS VER PROCESIONES"
641,"SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO, VISITA A IGLESIAS VER PROCESIONES"
642,"SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO, VISITA A IGLESIAS VER PROCESIONES"
643,FALSO
